ID,D_time,D_geo_X,D_geo_Y,D_geo_type,D_box_X,D_box_Y,D_place_name,D_tweet_text,D_tweet_url
albxdi,Tue Apr 16 21:24:55 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,Going back to ✈️🇦🇪,
toohiptom,Tue Apr 16 21:34:41 +0000 2019,33.94346675,-118.4066105,Point,34.0207895,-118.4119065,Los Angeles,A KLM (Royal Dutch Airlines) Boeing 747-406(M) on runway 25R during takeoff at LAX. 📷🛫#LAX… https://t.co/dKsDUiNFLg,https://twitter.com/i/web/status/1118266486248882176
toohiptom,Mon Apr 15 18:29:16 +0000 2019,33.94346675,-118.4066105,Point,34.0207895,-118.4119065,Los Angeles,An Air Tahiti Nui Boeing 787-9 on runway 25R during takeoff at LAX. 📷🛫 #LAX #LosAngelesInternationalAirport… https://t.co/akewVRiPyb,https://twitter.com/i/web/status/1117857436487049216
toohiptom,Sun Apr 14 19:14:56 +0000 2019,33.94346675,-118.4066105,Point,34.0207895,-118.4119065,Los Angeles,An Air Canada Boeing 787-9 on runway 25L during takeoff at LAX. 📷🛫 #LAX #LosAngelesInternationalAirport… https://t.co/aSjbAzZJ7N,https://twitter.com/i/web/status/1117506541525987328
toohiptom,Sun Apr 14 14:36:44 +0000 2019,33.9423501,-118.3996374,Point,34.0207895,-118.4119065,Los Angeles,Good morning from LAX! 📷🌅✈ #LAX #LosAngelesInternationalAirport #LosAngelesCA #LosAngeles #Boeing #Boeing777 #B777… https://t.co/vvXN8BUlQo,https://twitter.com/i/web/status/1117436530665115648
toohiptom,Sat Apr 13 17:41:23 +0000 2019,33.9423501,-118.3996374,Point,34.0207895,-118.4119065,Los Angeles,A United Airlines Boeing 787-122 (-10) pulling into gate 76A from taxiway charlie at LAX. 📷✈🇺🇸 #LAX… https://t.co/10DnX6ojp7,https://twitter.com/i/web/status/1117120609773871104
toohiptom,Sat Apr 13 12:58:07 +0000 2019,33.812561,-118.1933212,Point,33.8091715,-118.1567104,Long Beach,"CTS-V Cadurday, The Caddy sitting at the Start/Finish line on the track at the Long Beach Grand Prix in Long Beach,… https://t.co/t16QhKKcji",https://twitter.com/i/web/status/1117049324062609409
toohiptom,Fri Apr 12 17:52:21 +0000 2019,33.94346675,-118.4066105,Point,34.0207895,-118.4119065,Los Angeles,An unmarked Atlas Air Boeing 747-400F on runway 25L during takeoff at LAX. 📷🛫🇺🇸 #LAX… https://t.co/lxuSkM3C0x,https://twitter.com/i/web/status/1116760983123324928
toohiptom,Fri Apr 12 14:01:48 +0000 2019,33.7125,-115.401,Point,37.2691755,-119.3066075,California,"Fast Friday, Another shot of the ZR1 near Desert Center, California next to Interstate 10. 📷🚘🇺🇸 #DesertCenterCA… https://t.co/sM51qrGBnJ",https://twitter.com/i/web/status/1116702962863054849
toohiptom,Thu Apr 11 16:54:10 +0000 2019,12.9333,100.883,Point,12.9274958,100.8808342,Mueang Pattaya,"TBThursday, This week I look back at one of my trips to Thailand. In this shot I was out on a boat off of the coast… https://t.co/yQoyWKWkUJ",https://twitter.com/i/web/status/1116383953898954754
toohiptom,Wed Apr 10 20:52:22 +0000 2019,34.06903,-117.97575,Point,34.094001,-117.9751539,Baldwin Park,Last Saturday Tracey and I were on our way to the Davey Lopes signing and we stopped in for a few minutes at the Or… https://t.co/DsxLKuIGmf,https://twitter.com/i/web/status/1116081509839060992
toohiptom,Wed Apr 10 17:48:59 +0000 2019,33.86855,-98.53243,Point,33.92642,-98.5200567,Wichita Falls,"40 years ago today, I was an 18 year old one striper (airman) in the US Air Force stationed in Wichita Falls, Texas… https://t.co/5fx9VHruUX",https://twitter.com/i/web/status/1116035360868401153
toohiptom,Tue Apr 09 21:52:28 +0000 2019,33.93122,-118.35893,Point,33.914068,-118.346138,Hawthorne,Taco Tuesday! 🌮 #ElTarasco #HawthorneCA #Hawthorne #California #Tacos #Taco #TacoTuesday #Chevy #Chevrolet… https://t.co/WPQQ9xQIp4,https://twitter.com/i/web/status/1115734245329260544
toohiptom,Mon Apr 08 22:22:15 +0000 2019,33.9423501,-118.3996374,Point,34.0207895,-118.4119065,Los Angeles,"New Spirit of United! ✈

This is a United Airlines Boeing 777-300ER with a new slogan on the nose. 📷✈🇺🇸 #LAX… https://t.co/4R8BEdYbIz",https://twitter.com/i/web/status/1115379354874179586
toohiptom,Mon Apr 08 14:31:02 +0000 2019,33.9423501,-118.3996374,Point,34.0207895,-118.4119065,Los Angeles,Good morning views from LAX! 📷🌅✈✈✈✈🇺🇸 #LAX #LosAngelesInternationalAirport #LosAngelesCA #LosAngeles #Boeing… https://t.co/FKxt7f4vdS,https://twitter.com/i/web/status/1115260769850003457
toohiptom,Sun Apr 07 00:37:40 +0000 2019,33.99325649,-117.927996,Point,37.2691755,-119.3066075,California,"Today, I was finally able to catch up with former Los Angeles Dodgers second baseman, and later first base coach, D… https://t.co/59IKSz06Kc",https://twitter.com/i/web/status/1114688657481453568
toohiptom,Sat Apr 06 17:34:42 +0000 2019,34.068719,-118.251511,Point,34.0207895,-118.4119065,Los Angeles,"CTS-V Cadurday, We stopped by Dominic Toretto's house in Los Angeles, California to show off the Caddy. Today it's… https://t.co/RN8waRWoAT",https://twitter.com/i/web/status/1114582212354043905
XRumonster,Tue Apr 16 20:05:22 +0000 2019,,,,33.94389398,-118.4050226,Los Angeles International Airport (LAX),"米のアニメイベント、Sakuraconでのお仕事のため、一年ぶりにシアトル向かいます✈️
2万人くらい来る大きめのイベントなのですが、かなりの割合の人がコスプレしてきます😄
去年は髭面のごついお兄ちゃんのキズナアイちゃんのコスプレ… https://t.co/gUTBGWb0Lp",https://twitter.com/i/web/status/1118244010903031808
brandon_tsubaki,Tue Apr 16 23:04:22 +0000 2019,33.94346675,-118.4066105,Point,34.0207895,-118.4119065,Los Angeles,This beauty is taking me to my hideaway. 🇬🇧 @ Los Angeles International Airport https://t.co/JVB1lEsEKJ,https://www.instagram.com/p/BwVY2LDFKhC/?igshid=tzoaa31lujjl
brandon_tsubaki,Sun Mar 10 01:10:21 +0000 2019,38.5766,-121.493,Point,38.5617218,-121.469664,Sacramento,"Big skies, big ideas. @ California State Capitol https://t.co/wDl9f7vuOJ",https://www.instagram.com/p/BuzxDR0FByR/?utm_source=ig_twitter_share&igshid=1tzq2j2d3tz6m
brandon_tsubaki,Mon Mar 04 02:49:38 +0000 2019,33.98508793,-118.3108349,Point,34.0207895,-118.4119065,Los Angeles,I’ll admit I collided with my mom to get this dog from the @aspca In DTLA. She’s an 8 month old mix breed and has t… https://t.co/hVZGvQOImA,https://twitter.com/i/web/status/1102400682122977280
brandon_tsubaki,Sun Feb 17 16:32:42 +0000 2019,51.501,-0.142,Point,51.50009175,-0.148936,London,Going back to London town. I’m coming for you teakirk  #chipchipcheerio 🧐 #godsavethequeen @ Buckingham Palace https://t.co/cnCFnNeRrO,https://www.instagram.com/p/Bt_V6qmlAOt/?utm_source=ig_twitter_share&igshid=1rdp5kc5pfrlf
brandon_tsubaki,Sat Feb 16 05:01:15 +0000 2019,37.7793,-122.419,Point,37.7706565,-122.4359785,San Francisco,"I know it’s been a while, but SF, I think you’re getting weirder. @ San Francisco, California https://t.co/xVnMFp6Qkz",https://www.instagram.com/p/Bt7hhAsFkA2/?utm_source=ig_twitter_share&igshid=13f6xsb2ripi9
brandon_tsubaki,Fri Feb 15 07:52:15 +0000 2019,37.7854229,-122.4036416,Point,37.7706565,-122.4359785,San Francisco,"Palentine’s Day 2019 with @provinpro and wilson.x.hall 
Making that work travel so much more enjoyable. @ Ippudo US https://t.co/VvCQAxoxqA",https://www.instagram.com/p/Bt5QxCSl822/?utm_source=ig_twitter_share&igshid=6iintpxyrx42
jodelagain,Wed Apr 17 00:51:13 +0000 2019,,,,33.94389398,-118.4050226,Los Angeles International Airport (LAX),Another smooth &amp; quick experience at LAX because of @AirCanada and the friendly staff here at the terminals and sho… https://t.co/Dv1N8mmLHF,https://twitter.com/i/web/status/1118315945905156096
lexzcarr,Tue Apr 16 23:21:20 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,Okay I love you so fucking much https://t.co/aMJXtPO0oA,https://twitter.com/natttyydaddy/status/1118291720301686784
lexzcarr,Tue Apr 16 21:24:14 +0000 2019,,,,33.94389398,-118.4050226,Los Angeles International Airport (LAX),Literally just hopped off the plane at LAX,
MAJIC_C,Wed Apr 17 11:30:11 +0000 2019,,,,25.7823537,-80.2333285,Miami,@FloraAlkorta Por que todo ?,
MAJIC_C,Wed Apr 17 05:57:49 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,Que nivel se nerd unlocked cuando peleas por subir al avíon el mapa de Santa Rita ava ?,
MAJIC_C,Wed Apr 17 05:06:52 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,@FloraAlkorta 🤗,
MAJIC_C,Wed Apr 17 04:47:20 +0000 2019,33.94372764,-118.4105308,Point,34.0207895,-118.4119065,Los Angeles,"I'm at P.F. Chang's in Los Angeles, Calif https://t.co/yfd0boiel7",https://www.swarmapp.com/c/6Rji7mvTd3v
MAJIC_C,Wed Apr 17 03:37:31 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"I'm at Los Angeles International Airport - @flylaxairport in Los Angeles, CA https://t.co/7J8xqDsvkz",https://www.swarmapp.com/c/527x4vcUDMF
MAJIC_C,Wed Apr 17 03:11:40 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"I'm at Los Angeles International Airport - @flylaxairport in Los Angeles, CA https://t.co/eqssU9zQbx",https://www.swarmapp.com/c/kL5KH5Xke0d
MAJIC_C,Tue Apr 16 23:03:38 +0000 2019,34.09101151,-118.3673452,Point,34.0870095,-118.3696452,West Hollywood,"I'm at @ConnieandTeds Seafood in West Hollywood, CA https://t.co/eX71ehlTds",https://www.swarmapp.com/c/iEFl2p3NcoX
MAJIC_C,Tue Apr 16 22:12:11 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,@CariPert 😳,
MAJIC_C,Tue Apr 16 20:31:18 +0000 2019,,,,37.2691755,-119.3066075,California,@CariPert Somos todes expertes.,
MAJIC_C,Tue Apr 16 19:43:44 +0000 2019,,,,34.595854,-120.138004,Solvang,@JancisRobinson Loved them. 🤗,
MAJIC_C,Tue Apr 16 18:57:29 +0000 2019,34.59624658,-120.144031,Point,34.595854,-120.138004,Solvang,"I'm at Paula's Pancake House in Solvang, CA https://t.co/UNYOGCejOx",https://www.swarmapp.com/c/5kwNVkrR5Y3
MAJIC_C,Tue Apr 16 17:34:01 +0000 2019,,,,34.6180495,-120.193993,Buellton,@MMWinesUK @TheWineKiwi @LauraWBurgess @thebft Que bueno,
MAJIC_C,Tue Apr 16 17:15:01 +0000 2019,,,,34.6180495,-120.193993,Buellton,@rosbergmartin Me mori,
MAJIC_C,Tue Apr 16 14:53:19 +0000 2019,,,,34.6180495,-120.193993,Buellton,"@VinotecaMRWines @OzonoWines Muy feliz cumpleaños, nena a festejar con tus bombones",
ericdraven1030,Wed Apr 17 12:26:42 +0000 2019,33.942916,-118.408649,Point,34.0207895,-118.4119065,Los Angeles,"Breezed through TSA pre ✅!! And travel provisions procured!! #essentials #skittles #tastetherainbow #gummybears 
Al… https://t.co/1K14ZjPrDK",https://twitter.com/i/web/status/1118490971161804800
ericdraven1030,Fri Apr 12 14:49:58 +0000 2019,50.94761147,6.95323429,Point,50.95761705,6.96747,Cologne,"“You’re off to Great Places! Today is your day!!!”.......
-Dr. Seuss , Oh the Places you’ll Go

Flashback Friday !!… https://t.co/4XcGBh6Ci2",https://twitter.com/i/web/status/1116715086960218112
sharonwhotweets,Wed Apr 17 15:58:52 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,"@karen_kparks2 @funder I hope there’s enough people like that out there to make a difference, but those I’ve talked… https://t.co/fDactEBicj",https://twitter.com/i/web/status/1118544362596519936
sharonwhotweets,Wed Apr 17 15:48:57 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,@realDonaldTrump LOL you’re on vacation all the time.,
sharonwhotweets,Wed Apr 17 15:47:15 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,@MollyJongFast No one wants him #theregoestheneighborhood,
sharonwhotweets,Wed Apr 17 15:43:47 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,@JodiOkun And now she’s taking selfies....,
sharonwhotweets,Wed Apr 17 15:43:07 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,"@Bella2Gia @funder Yes that is our only hope. Massive turnout - like the midterms but better. Even then, I expect t… https://t.co/2NSop1Xf3r",https://twitter.com/i/web/status/1118540399134429185
sharonwhotweets,Wed Apr 17 15:28:19 +0000 2019,,,,33.94389398,-118.4050226,Los Angeles International Airport (LAX),Sitting at the airport and there’s a girl - probably around 17 - who’s been putting on her makeup for at least 20 m… https://t.co/i2Sv6J9sji,https://twitter.com/i/web/status/1118536675389349892
kid_allergy,Wed Apr 17 15:47:22 +0000 2019,33.94050368,-118.4067153,Point,34.0207895,-118.4119065,Los Angeles,"Airports. For those with food allergies, airport dining is always stressful. So...when you find a place that can ma… https://t.co/KxF2IDWmL3",https://twitter.com/i/web/status/1118541468346593280
kid_allergy,Mon Apr 15 03:26:59 +0000 2019,32.69186713,-97.41628663,Point,32.6855845,-97.461937,Benbrook,Boat safety. The weather is starting to be nicer &amp; summer is almost upon us. Have you taught your kids boat safety… https://t.co/2y8V0n7Tqc,https://twitter.com/i/web/status/1117630371770847234
kid_allergy,Fri Apr 12 15:30:30 +0000 2019,23.05427,-109.70365,Point,23.26987925,-109.7662686,Los Cabos,"Pulpo 🐙 !!!!
——
What food do you ❤️most when in Mexico?
——
Pictured octopus tacos ( #glutenfree )&amp; the last little… https://t.co/nKL2FzsUZ1",https://twitter.com/i/web/status/1116725287608356871
kid_allergy,Fri Apr 12 01:46:14 +0000 2019,32.93663952,-97.07854271,Point,32.93183385,-97.079654,Grapevine,"“It is not the chains of some tyrant that robs us of freedom. Rather, it is the staleness of our attitude.”~Craig D… https://t.co/8ywSJQebiM",https://twitter.com/i/web/status/1116517850393534465
kid_allergy,Thu Apr 11 15:11:59 +0000 2019,,,,32.7445601,-97.410455,Westover Hills,Anyone w a #glutenfree pup?? https://t.co/MS5L1Lr0vR,https://twitter.com/halelifetaylor/status/1116157172017180672
kid_allergy,Thu Apr 11 15:09:21 +0000 2019,,,,32.7445601,-97.410455,Westover Hills,"@nomadicmatt @scottsflights Los Cabos, Mexico",
kid_allergy,Thu Apr 11 15:08:26 +0000 2019,,,,32.7445601,-97.410455,Westover Hills,❤️❤️❤️ https://t.co/XD6SLX82hY,https://twitter.com/nourishedfest/status/1116131972093497344
kid_allergy,Wed Apr 10 14:52:02 +0000 2019,32.70910763,-97.40034441,Point,32.7799665,-97.2859135,Fort Worth,"Oh what joy! Did you know: Macarons are naturally gluten free bc they are made with almond flour.
——
Pictured… https://t.co/zY0GbJspfC",https://twitter.com/i/web/status/1115990829208952832
kid_allergy,Tue Apr 09 14:04:18 +0000 2019,29.2753566,-94.85237584,Point,29.28757495,-94.8227755,Galveston,"“We live in a world in which we need to share responsibility. It's easy to say ""It's not my child, not my community… https://t.co/nP6P2uo6SO",https://twitter.com/i/web/status/1115616428890230786
kid_allergy,Mon Apr 08 01:41:12 +0000 2019,32.78055469,-96.7985443,Point,32.8198585,-96.7617535,Dallas,"“One day, your life will flash before your eyes. Make sure it is worth watching.”~Gerard Way
.....
At the end of a… https://t.co/7AWoxsj6by",https://twitter.com/i/web/status/1115067034218500096
kid_allergy,Sun Apr 07 23:36:17 +0000 2019,,,,32.7445601,-97.410455,Westover Hills,Yay!!! https://t.co/IEr0sn8RKX,https://twitter.com/SouthwestAir/status/1114964309606576134
kid_allergy,Sun Apr 07 17:23:03 +0000 2019,,,,32.7799665,-97.2859135,Fort Worth,Are you enjoying #openstreetsfw right now? Head to @AVOCAcoffee on magnolia for these @StirCrazyBakery… https://t.co/8L0AXlhx0i,https://twitter.com/i/web/status/1114941672188719105
doylebuehler,Wed Apr 17 01:27:49 +0000 2019,33.9431672,-118.4096108,Point,34.0207895,-118.4119065,Los Angeles,"How can something seemingly so small as 1º, have such a huge effect on our business?


Did you know that if you are… https://t.co/i8mniRFSyO",https://twitter.com/i/web/status/1118325157616128003
doylebuehler,Wed Apr 17 01:19:55 +0000 2019,40.7524183,-73.977933,Point,40.780709,-73.9685415,Manhattan,Looking way up. @ Grand Central Terminal https://t.co/3G3t8rO5Mn,https://www.instagram.com/p/BwVoW7sAq52/?utm_source=ig_twitter_share&igshid=19g4y77iatdpy
Needles56,Wed Apr 17 04:18:04 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,Someone travelling with their “emotional support whippet@ (@ Los Angeles International Airport - @flylaxairport in… https://t.co/UUqr82kQMw,https://twitter.com/i/web/status/1118368003534544898
georgiahazel11,Tue Apr 16 22:31:38 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,@jdurhamphoto This was good,
georgiahazel11,Tue Apr 16 22:31:25 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,@blonde_larry Aren’t u in the airport?,
georgiahazel11,Tue Apr 16 22:30:58 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,@jdurhamphoto I Lol’d,
georgiahazel11,Tue Apr 16 20:34:24 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,Hmmm coincidentally while Paris is LITERALLY burning 🤔 https://t.co/sh4oN9LLF5,https://twitter.com/spin/status/1115909824720646145
georgiahazel11,Tue Apr 16 20:31:40 +0000 2019,,,,33.94389398,-118.4050226,Los Angeles International Airport (LAX),I HAVE TO VAPE AND PEE LET ME OFF THIS PLANE,
toussaint_hays,Tue Apr 16 20:37:55 +0000 2019,33.942916,-118.408649,Point,34.0207895,-118.4119065,Los Angeles,"2×'$ FOR THE HUSSLE MAN...
@nipseyhussle MUCH RESPECT FOR THIS YOUNG MAN 💯💯...
#CrenshawStrong @slausonavestore… https://t.co/Fdu4JLIpoP",https://twitter.com/i/web/status/1118252199421849603
toussaint_hays,Fri Apr 12 02:36:43 +0000 2019,33.98879103,-118.3299968,Point,34.0207895,-118.4119065,Los Angeles,"ON GOD IN HEAVEN 
THIS THE HARDEST SHIT I EVER SEEN IN MY LIFE.....💯💯
THIS MAN @nipseyhussle WAS A MESSENGER [A PRO… https://t.co/62oGtHl12q",https://twitter.com/i/web/status/1116530555728859136
toussaint_hays,Thu Apr 11 14:55:06 +0000 2019,33.98872,-118.3318,Point,34.0207895,-118.4119065,Los Angeles,"THE W ALREADY IN THE BOOKS, 
THE GOLD MEDALS AWAIT 🎖🎖
SALUTE TO @nipseyhussle  THE GREAT.... ✊✊
BLESSINGS 2 YOUR FA… https://t.co/Rx1N17k5dg",https://twitter.com/i/web/status/1116353987299557376
toussaint_hays,Tue Apr 09 14:13:03 +0000 2019,33.98927,-118.33955,Point,33.9955767,-118.348556,View Park-Windsor Hills,"MOOD:
""GOTTA KEEP THE DEVIL IN HIS HOLE NIGGA"" 
""BUT YOU KNOW HOW IT GO NIGGA""
""IM FRONTLINE ANYTIME ITS ON NIGGA""… https://t.co/l43RfiWisV",https://twitter.com/i/web/status/1115618632220864514
toussaint_hays,Sun Apr 07 15:42:44 +0000 2019,33.9885,-118.30544,Point,34.0207895,-118.4119065,Los Angeles,"FUC tmz_tv , TRYNA GIVE THIS GOOF TROOP #KODAK WAC SOME ENERGY.  KEEP @nipseyhussle NAME OFF YOUR TIMELINE IF YOU A… https://t.co/LDTDl9iSe3",https://twitter.com/i/web/status/1114916426660438016
toussaint_hays,Sun Apr 07 15:25:51 +0000 2019,38.577,-121.4947,Point,38.5617218,-121.469664,Sacramento,"GOTTA SEND A SPECIAL GREETING TO MY CUZZIN thomas.hays.357 
REST UP LOVED ONE. WE GOT YOU UNTIL WE SEE YOU THERE.… https://t.co/UiAa2cweHi",https://twitter.com/i/web/status/1114912178090409990
toussaint_hays,Sun Apr 07 15:17:33 +0000 2019,33.985721,-118.326476,Point,34.0207895,-118.4119065,Los Angeles,"TAPPIN IN WIT A REAL 1.
""THE GUN MAN"" @PACMANDAGUNMAN 
I ENCOURAGE EVERYBODY ELSE TO DO THE SAME.  ALL 💲 IN.
THE TO… https://t.co/1VHqpzOJP3",https://twitter.com/i/web/status/1114910089025134592
toussaint_hays,Sun Apr 07 15:03:24 +0000 2019,33.98872,-118.3318,Point,34.0207895,-118.4119065,Los Angeles,"REAL 1'$ SALUTE ""THE GENERAL""/ ""THE LEGEND""/ ""THE GREAT"" 
KING HUSSLE.. @nipseyhussle 
YOUR SPIRIT LIVES FOREVER.… https://t.co/TgbYjFoUeM",https://twitter.com/i/web/status/1114906525485527040
zekioztas,Wed Apr 17 05:35:29 +0000 2019,33.974484,-118.329153,Point,34.0207895,-118.4119065,Los Angeles,"I'm at Empire Inn in Los Angeles, Calif https://t.co/xURXbru5ko",https://www.swarmapp.com/c/9loftSdBDct
zekioztas,Tue Apr 16 23:48:39 +0000 2019,33.94332434,-118.405602,Point,34.0207895,-118.4119065,Los Angeles,"Hi! 👋🏻 (@ Los Angeles Uluslararası Havalimanı - @flylaxairport in Los Angeles, CA) https://t.co/gCNgLK8dAj https://t.co/FXTw7gN552",https://www.swarmapp.com/c/kBFDyJ3TcCv
zekioztas,Tue Apr 16 09:31:04 +0000 2019,41.26196895,28.74253035,Point,41.2356457,28.743201,İmrahor,"Road to Los Angeles 👼 (@ İstanbul Havalimanı - @igairport in Arnavutköy, Istanbul) https://t.co/ZL8wC2w703 https://t.co/jU7XWVWkdR",https://www.swarmapp.com/c/11f4KZtrNCW
zekioztas,Tue Apr 16 05:30:11 +0000 2019,38.29238068,27.14941027,Point,38.4079305,27.00651085,İzmir,"Road to? (@ İzmir Adnan Menderes Havalimanı - @tavairports in Gaziemir, Türkiye) https://t.co/byYY6jVdTq https://t.co/xZq9TIwben",https://www.swarmapp.com/c/gTKfqJGHJjU
MiiguelAyala,Wed Apr 17 12:39:16 +0000 2019,21.03992077,-86.87393131,Point,21.048719,-87.0316645,Benito Juárez,"I'm at Cancún International Airport - @cancunairport in Cancún, QR https://t.co/IG0oen7n3p",https://www.swarmapp.com/c/lyM7ldFeFUA
MiiguelAyala,Wed Apr 17 06:47:45 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,@vampipe Parece alguno de los @mascabrothers en la parodia,
MiiguelAyala,Wed Apr 17 06:24:54 +0000 2019,,,,33.942538,-118.3994317,United Club,"Esto es pa que quede, lo que yo hago dura #larosalia https://t.co/vtE8EcEq1C",https://twitter.com/MiiguelAyala/status/1118399918736072704/video/1
MiiguelAyala,Wed Apr 17 06:06:59 +0000 2019,33.94263646,-118.399611,Point,34.0207895,-118.4119065,Los Angeles,"Calzado cómodo para la varis (at @United Club in Los Angeles, CA) https://t.co/PX20I6HWAZ https://t.co/ouNaXZ69Wt",https://www.swarmapp.com/c/erQNAzJfCLx
oghenekaroitene,Wed Apr 17 15:03:03 +0000 2019,,,,33.940959,-118.403852,American Airlines Admirals Club,"Tired 💤 but Happy 😆 

#BeforeILetGo #OghenekaroItene #beyoncehomecoming  #Beyoncé https://t.co/PC4jLhvAvL",https://twitter.com/oghenekaroitene/status/1118530315729825792/photo/1
oghenekaroitene,Wed Apr 17 13:39:17 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,Congratulations 🎊🎈🍾 @Ava  @ARRAYNow yassssssssssssss 💃💃💃💃💃💃💃💃💃💃💃💃 https://t.co/WRiBZJnrXS,https://twitter.com/indiewire/status/1117790177039138818
oghenekaroitene,Mon Apr 15 20:34:20 +0000 2019,,,,34.0207895,-118.4119065,Los Angeles,"Yassssssssssss @ARRAYNow! @Ava’s ARRAY: Opening a Theater, With Sundance Institute-Sized Ambition. Thank you… https://t.co/ra1appBVfG",https://twitter.com/i/web/status/1117888911441678336
