ID,D_time,D_geo_X,D_geo_Y,D_geo_type,D_box_X,D_box_Y,D_place_name,D_tweet_text,D_tweet_url
tmj_lax_eng,Thu Apr 18 16:49:51 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"Join the SAIC team! See our latest #Engineering job openings, including ""IRRT Electrical Engineer (Secret)"", via th… https://t.co/QiJskVc76h",https://twitter.com/i/web/status/1118919582406729728
tmj_lax_eng,Wed Apr 17 23:25:23 +0000 2019,33.8352932,-117.9145036,Point,33.842863,-117.851089,Anaheim,"Join the Kelly Services team! See our latest Engineering job openings, including ""Quality Control Technician"", via… https://t.co/8KjNT45Mer",https://twitter.com/i/web/status/1118656734942208000
tmj_lax_eng,Wed Apr 17 22:19:06 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"Join the Chevron team! See our latest job opening here: https://t.co/OaDcXsxSuB #Engineering #ElSegundo, CA",http://bit.ly/2Xn2haI
tmj_lax_eng,Wed Apr 17 21:12:49 +0000 2019,34.0522342,-118.2436849,Point,34.0207895,-118.4119065,Los Angeles,"Want to land a job like ""Field Service Engineer - LA Territory"" at Kelly Services? Applicant tracking systems look… https://t.co/wpQiys7hZJ",https://twitter.com/i/web/status/1118623371854368768
tmj_lax_eng,Wed Apr 17 20:06:37 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"Can you recommend anyone for this #Engineering job in #ElSegundo, CA? Click the link in our bio to see it and more.… https://t.co/1tZKzI5AGy",https://twitter.com/i/web/status/1118606712158560256
tmj_lax_eng,Wed Apr 17 17:53:48 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"Join the Federal Aviation Administration team! See our latest Engineering And Architect job openings, including ""El… https://t.co/xZj9IS3yt4",https://twitter.com/i/web/status/1118573288635027456
tmj_lax_eng,Wed Apr 17 00:29:51 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"Can you recommend anyone for this job in #ElSegundo, CA? https://t.co/TAAsWp8yqm #Engineering",http://bit.ly/2VQCJCn
tmj_lax_eng,Tue Apr 16 23:23:35 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"If jobs with titles like ""Program Planning Analyst"" sound appealing to you, follow us to hear about these types of… https://t.co/B1tjVs8l9T",https://twitter.com/i/web/status/1118293890862202882
tmj_lax_eng,Tue Apr 16 22:17:16 +0000 2019,34.165357,-118.6089752,Point,34.0207895,-118.4119065,Los Angeles,"Career tip for landing jobs like ""Emissions Laboratory Shift Leader"" in #LosAngeles, CA. Go on informational interv… https://t.co/0PG1CR0QA2",https://twitter.com/i/web/status/1118277203819556865
tmj_lax_eng,Tue Apr 16 21:11:00 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"See our latest #ElSegundo, CA job and click to apply: AVP, Video &amp; Broadband Business Analytics - https://t.co/d1VFhv7LI3 #Engineering",http://bit.ly/2KMgEUr
tmj_lax_eng,Tue Apr 16 20:04:42 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"Don't submit then quit. Apply for jobs like ""IRRT Propulsion/Ordnance Engineer (Secret)"" at SAIC, then look for peo… https://t.co/E55jC61hhq",https://twitter.com/i/web/status/1118243842300362752
tmj_lax_eng,Tue Apr 16 18:58:13 +0000 2019,33.8358492,-118.3406288,Point,33.83371455,-118.3512176,Torrance,"King's Hawaiian is hiring in #Torrance, CA! Click the link in our bio to apply: Continuous Improvement Engineer #Engineering",
tmj_lax_eng,Tue Apr 16 17:51:55 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"This job is now open at AT&amp;T in #ElSegundo, CA. Follow us and turn on mobile alerts to hear about jobs like these a… https://t.co/DTZd880C5K",https://twitter.com/i/web/status/1118210425210822658
MAYORCOOLEY,Thu Apr 18 22:31:52 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"How high is the water, Mah?
#3FeetHighAndRising https://t.co/p5eZtmZ8oc",https://twitter.com/HipHopGoldenAge/status/1118998913925701635
MAYORCOOLEY,Thu Apr 18 22:10:32 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"I'm a day late but I got my dolla!😆
Chocolate Navy
Elegantly connected
Deepened skin and sky
#NationalHaikuDay",
MAYORCOOLEY,Thu Apr 18 22:05:29 +0000 2019,,,,33.9166485,-118.400264,El Segundo,This is a big deal to me. #DaHouse #HBCUGotIt https://t.co/26EbPSCWYr,https://twitter.com/MAYORCOOLEY/status/1118999012567240704/photo/1
MAYORCOOLEY,Thu Apr 18 22:01:59 +0000 2019,,,,33.9166485,-118.400264,El Segundo,5ive https://t.co/ZBwFvGQehq,https://twitter.com/Dodgers/status/1118970029586804736
MAYORCOOLEY,Thu Apr 18 22:00:43 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Informational and aspirational thread for me. Thanks @markarms https://t.co/EFp3HKnK9z,https://twitter.com/markarms/status/1118512994701307906
MAYORCOOLEY,Thu Apr 18 21:57:52 +0000 2019,,,,33.9166485,-118.400264,El Segundo,"@jpanzar @sherlyholmes Not from the angle of this photo, but it reminds me instantly of the guy killing himself and… https://t.co/IbNDcUnh8E",https://twitter.com/i/web/status/1118997096588173312
MAYORCOOLEY,Thu Apr 18 21:55:51 +0000 2019,,,,33.9166485,-118.400264,El Segundo,Just glad to see my neighborhood not connected to a story about crime https://t.co/iVsFu7bK7g,https://twitter.com/jpanzar/status/1118874204118499330
MAYORCOOLEY,Thu Apr 18 18:45:37 +0000 2019,,,,33.9158045,-118.3699205,Del Aire,TAADOW! There it is there. https://t.co/Ugv7u55Au0,https://twitter.com/CyrusMMcQueen/status/1118921455884959745
MAYORCOOLEY,Thu Apr 18 18:44:02 +0000 2019,,,,33.9158045,-118.3699205,Del Aire,@Bakari_Sellers @DonaldJTrumpJr Reminds me of the Dave Chappelle joke about Black people not only knowing what cons… https://t.co/gM9U4SH9UH,https://twitter.com/i/web/status/1118948318501953536
MAYORCOOLEY,Thu Apr 18 18:40:45 +0000 2019,,,,33.9158045,-118.3699205,Del Aire,Gang of homies in the hood could fit that description and they went to jail anyway. https://t.co/YvZIS52VvS,https://twitter.com/Bakari_Sellers/status/1118906290829438977
tmj_cao_eng,Thu Apr 18 22:38:14 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"Click the link in our bio to see currently open #Engineering jobs like ""Launch Mission Management and Integration L… https://t.co/hLaTYKdBlh",https://twitter.com/i/web/status/1119007253888032773
tmj_cao_eng,Thu Apr 18 21:32:03 +0000 2019,34.0211224,-118.3964665,Point,34.0060125,-118.4089901,Culver City,"We're hiring in #CulverCity, CA! Click the link in our bio to apply to this job and more: Regional Leader of Scienc… https://t.co/muKnzpPN2K",https://twitter.com/i/web/status/1118990600425000960
tmj_cao_eng,Thu Apr 18 20:25:46 +0000 2019,33.9201384,-118.3785046,Point,33.9158045,-118.3699205,Del Aire,"Want to land a job like ""Remote Sensing Next Gen Ground Systems Engineer, 3693"" at LinQuest Corporation? Applicant… https://t.co/KqVcMVGxQt",https://twitter.com/i/web/status/1118973919237525504
tmj_cao_eng,Thu Apr 18 19:19:30 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"Can you recommend anyone for this #Engineering job in #ElSegundo, CA? Click the link in our bio to see it and more.… https://t.co/01dxTJImdo",https://twitter.com/i/web/status/1118957244593262592
tmj_cao_eng,Thu Apr 18 18:13:12 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Sr. Manag… https://t.co/Jr5I8d9u8V",https://twitter.com/i/web/status/1118940559354122240
tmj_cao_eng,Thu Apr 18 17:07:04 +0000 2019,33.9201384,-118.3785046,Point,33.9158045,-118.3699205,Del Aire,"Have you ever had a role like ""System Requirements Analyst""? What did you like most about that job? #Engineering #ElSegundo, CA",
tmj_cao_eng,Thu Apr 18 00:49:23 +0000 2019,34.1477849,-118.1445155,Point,34.17731,-118.131964,Pasadena,"Parsons Corporation is looking for teammates like you. See our latest #Engineering job openings, including ""Sr. Str… https://t.co/VKwvGjYBok",https://twitter.com/i/web/status/1118677871982080000
tmj_cao_eng,Wed Apr 17 23:43:06 +0000 2019,34.1477849,-118.1445155,Point,34.17731,-118.131964,Pasadena,"Can you recommend anyone for this #Engineering job in #Pasadena, CA? Click the link in our bio to see it and more.… https://t.co/UTV2XhTLLB",https://twitter.com/i/web/status/1118661192333975552
tmj_cao_eng,Wed Apr 17 22:36:49 +0000 2019,33.5676842,-117.7256083,Point,33.560742,-117.7300055,Aliso Viejo,Looking to score a job at Mr. Cooper? You're in luck. Click the link in our bio for the job description and informa… https://t.co/gP5OOgBBaP,https://twitter.com/i/web/status/1118644509871448064
tmj_cao_eng,Wed Apr 17 21:30:40 +0000 2019,33.9472359,-118.0853451,Point,33.9289335,-118.063704,Santa Fe Springs,"Have you ever had a role like ""Fire Alarm Inspector""? What did you like most about that job? #Engineering #SantaFeSprings, CA",
tmj_cao_eng,Wed Apr 17 20:24:24 +0000 2019,33.6839473,-117.7946942,Point,33.689732,-117.7823605,Irvine,"Interested in a job in Irvine, CA? This could be a great fit: https://t.co/r40WCdXyHQ #KellyJobs #KellyServices",http://bit.ly/2ZjQVpK
tmj_cao_eng,Wed Apr 17 19:18:09 +0000 2019,33.9150066,-118.4046264,Point,33.9166485,-118.400264,El Segundo,"Can you recommend anyone for this #Engineering job in #ElSegundo, CA? Click the link in our bio to see it and more.… https://t.co/4iOYdXb3k9",https://twitter.com/i/web/status/1118594515957211136
tmj_cao_eng,Wed Apr 17 18:11:53 +0000 2019,33.5676842,-117.7256083,Point,33.560742,-117.7300055,Aliso Viejo,"See our latest Aliso Viejo, CA Engineering job opportunity and click the link in our bio to apply: Electronics Tech… https://t.co/slqhuykgiH",https://twitter.com/i/web/status/1118577840163713024
tmj_cao_eng,Wed Apr 17 17:05:33 +0000 2019,33.159946,-117.2852467,Point,33.12148405,-117.2879235,Carlsbad,Looking to score a job at RemX? You're in luck. Click the link in our bio for the job description and information o… https://t.co/jrfIEtIFB5,https://twitter.com/i/web/status/1118561144300392448
tmj_cao_eng,Tue Apr 16 22:35:36 +0000 2019,33.9201384,-118.3785046,Point,33.9158045,-118.3699205,Del Aire,"Click the link in our bio to see currently open #Engineering jobs like ""Senior Systems Engineer, 3923"" at LinQuest… https://t.co/7tQKDGLgLh",https://twitter.com/i/web/status/1118281817423958018
tmj_cao_eng,Tue Apr 16 21:29:19 +0000 2019,34.0633443,-117.6508876,Point,34.0451585,-117.6037832,Ontario,"Nervous to apply for a job like ""Transportation Market Leader"" at David Evans and Associates, Inc.? Apply even if y… https://t.co/VG2ybXJCmH",https://twitter.com/i/web/status/1118265136429449216
tmj_cao_eng,Tue Apr 16 20:23:03 +0000 2019,33.9191799,-118.4164652,Point,33.9166485,-118.400264,El Segundo,"Join the AT&amp;T team! See our latest #Engineering job openings, including ""Lead eCommerce Online Manager (Media Plann… https://t.co/25YDoxJWLF",https://twitter.com/i/web/status/1118248460350713856
tmj_cao_eng,Tue Apr 16 18:10:09 +0000 2019,34.1069527,-117.9353413,Point,34.1035626,-117.9661215,Irwindale,"Have you ever had a role like ""Supplier Quality Engineer""? What did you like most about that job? #KellyJobs #KellyServices",
LeRomeSwiss,Thu Apr 18 22:39:57 +0000 2019,33.9586176,-118.4193004,Point,34.0207895,-118.4119065,Los Angeles,I will be performing a few songs live with ghostdigi 🎸 this saturday between 4-5pm @ the Heart of Hollywood 🕺🏾🎶 BE… https://t.co/OXWmmZ0Pok,https://twitter.com/i/web/status/1119007686010507264
LeRomeSwiss,Wed Apr 17 17:19:37 +0000 2019,17.9833,-76.8,Point,18.1154073,-77.2759528,Jamaica,🗣 #NEWTEASER #ALERT ‼️ „WE BLESSED“ ft. german rapper iamlexdavinci is coming to you SOON 🤫🎶 I had lots of fun shoo… https://t.co/7JouIF6kyv,https://twitter.com/i/web/status/1118564684377067521
LeRomeSwiss,Wed Apr 17 03:32:11 +0000 2019,22.89372979,-109.9111319,Point,23.26987925,-109.7662686,Los Cabos,Paddleboard time on the pacific ocean in #Cabo #SanLucas #Mexico 👀🙌🏾💦 One of the most beautiful spots on this plane… https://t.co/vcCmJiV1Sm,https://twitter.com/i/web/status/1118356455311269888
LeRomeSwiss,Mon Apr 15 14:56:31 +0000 2019,22.894,-109.9256,Point,23.26987925,-109.7662686,Los Cabos,Still enjoying my birfdayyy 🎉 The panochirates of Cabo are taking over the world one step at a time ☠️💀💥 Aaaarrgggg… https://t.co/tG3sqpr5zx,https://twitter.com/i/web/status/1117803897479933953
LeRomeSwiss,Sun Apr 14 13:14:40 +0000 2019,22.894,-109.9256,Point,23.26987925,-109.7662686,Los Cabos,IT‘S MY BiRTHDAYYYY 🎊💣💥💙 &amp; I found me another #birthdaytwin @djANNALOG #HappyBirthday to you &amp; my little sis Mikaya… https://t.co/zrOcnR3vHb,https://twitter.com/i/web/status/1117415879765921792
LeRomeSwiss,Sat Apr 13 13:57:02 +0000 2019,22.894,-109.9256,Point,23.26987925,-109.7662686,Los Cabos,We already recorded three songs and some dancevideos in Mexico and there are more hits cooking 🥘🥗🍜 Here is a small… https://t.co/ppS8eFo4P5,https://twitter.com/i/web/status/1117064151401156608
LeRomeSwiss,Sat Apr 13 00:25:03 +0000 2019,23.36506801,-110.1679573,Point,24.10799695,-110.8545846,La Paz,Surfing has been something I’ve always wanted to learn &amp; at the same time has been a fear of mines that I‘ve alread… https://t.co/PaT4AxhuG0,https://twitter.com/i/web/status/1116859809805099008
LeRomeSwiss,Fri Apr 12 20:20:15 +0000 2019,20.2167,-87.4667,Point,19.74955275,-88.0134814,Quintana Roo,When you slide in her dms LiTERALLY 🤣🤣🤣 BTW today is the international „Slide in her DMs“ day!!! So if you have som… https://t.co/4M6qsYZT8k,https://twitter.com/i/web/status/1116798205101051904
LeRomeSwiss,Fri Apr 12 19:16:19 +0000 2019,23.36506801,-110.1679573,Point,24.10799695,-110.8545846,La Paz,Surfing has been something I’ve always wanted to learn &amp; at the same time has been a fear of mines that I‘ve alread… https://t.co/aR9faxTVaR,https://twitter.com/i/web/status/1116782114584788994
LeRomeSwiss,Wed Apr 10 22:16:51 +0000 2019,20.2167,-87.4667,Point,19.74955275,-88.0134814,Quintana Roo,"When you slide in her dms LiTERALLY 🤣🤣🤣 #tagyourfriends #slideinherdms #whynot #enjoylife #justdoit @ Tulum, Quinta… https://t.co/lpEeBAg8bJ",https://twitter.com/i/web/status/1116102772187779072
LeRomeSwiss,Tue Apr 09 23:57:29 +0000 2019,23.07691,-109.70915,Point,23.26987925,-109.7662686,Los Cabos,Cabo Mexico is treating us sooo nice!!! ☀️🇲🇽💦✨ There is nothing better then a beautiful trip with awesome friends t… https://t.co/1PLvMXqNeO,https://twitter.com/i/web/status/1115765710310055941
LeRomeSwiss,Sun Apr 07 18:40:50 +0000 2019,23.07691,-109.70915,Point,23.26987925,-109.7662686,Los Cabos,iStay wet at all times 🙃 Water is my elixir!!! Every swim grounds me with the earth &amp; recharges my energy 💙💦 Enjoy… https://t.co/aKQTSe9RGn,https://twitter.com/i/web/status/1114961244161634305
LeRomeSwiss,Sat Apr 06 21:45:20 +0000 2019,34.0522,-118.243,Point,34.0207895,-118.4119065,Los Angeles,Me on my #loopstation 🎤 &amp; ghostdigi on the electric guitar 🎸did a #NEWCOVER from scratch 🤭🎶🤫 My FiRST LiVE COVER of… https://t.co/9dGQw413EQ,https://twitter.com/i/web/status/1114645286360469504
LeRomeSwiss,Fri Apr 05 19:32:02 +0000 2019,22.9034494,-109.8871165,Point,23.26987925,-109.7662686,Los Cabos,Enjoying paradise in #Cabo #Mexico with the skatxofficial #panochasquad for a few weeks to relax &amp; finish ALL of my… https://t.co/uSEKDaLGlf,https://twitter.com/i/web/status/1114249356142448640
LeRomeSwiss,Wed Apr 03 21:26:59 +0000 2019,32.74956785,-97.08476362,Point,32.70185,-97.1356375,Arlington,Having fun on stage is the most important rule 🎼🎧🎤🎶 Here I’m performing “Just Dance” with @AriusOfficial going iiii… https://t.co/KqZkiqrDFg,https://twitter.com/i/web/status/1113553508555476992
LeRomeSwiss,Tue Apr 02 17:10:57 +0000 2019,32.74956785,-97.08476362,Point,32.70185,-97.1356375,Arlington,This moment here is priceless!!! Such an amazing show @foamwonderland with @AriusOfficial @joshmvi 🕺🏾🎶 iLove yaaaal… https://t.co/mUECKAefii,https://twitter.com/i/web/status/1113126686323769355
LeRomeSwiss,Mon Apr 01 14:35:02 +0000 2019,32.74956785,-97.08476362,Point,32.70185,-97.1356375,Arlington,#Performing the „Railbreaker Remix“ with @AriusOfficial at #TexasLive @foamwonderland in #Dallas Texas 🕺🏾🔥🎶💦 Such a… https://t.co/XFxXZfMzbP,https://twitter.com/i/web/status/1112725059016278016
airlinevideos,Thu Apr 18 22:14:30 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,"#BritishAirways #Boeing747 flight BA283 from #London lands on runway 25L at #LAX on April 17th, 2019. #Boeing 747-4… https://t.co/X2y8PIo22e",https://twitter.com/i/web/status/1119001283212365824
airlinevideos,Thu Apr 18 13:42:16 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,"#FijiAirways #AirbusA330 flight FJ810 from #Nadi arriving at #LAX on April 17th, 2019. #Airbus A330-243  Reg: DQ-FJ… https://t.co/sWYlFOjxoo",https://twitter.com/i/web/status/1118872374462402560
airlinevideos,Wed Apr 17 23:56:15 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,"#DeltaAirlines #AirbusA330 flight DL1729 from #JFK lands on runway 24R at #LAX on April 11th, 2019. #Airbus A330-30… https://t.co/sALhUH8Pt4",https://twitter.com/i/web/status/1118664502415745024
airlinevideos,Wed Apr 17 14:39:21 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,✈️ NEW 4K #YOUTUBE VIDEO ✈️ #PLANESPOTTING - #LAX ARRIVALS APRIL 2019 [4K VIDEO] https://t.co/RwughZTrCl via… https://t.co/mu43FyZgID,https://youtu.be/pGNh8KtaYPw
airlinevideos,Wed Apr 17 02:12:35 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,"#AllegiantAir #AirbusA319 flight G4339 from #Boise lands on runway 24R at #LAX on April 11th, 2019. #Airbus A319-11… https://t.co/J1HUE2PLob",https://twitter.com/i/web/status/1118336423193538562
airlinevideos,Tue Apr 16 14:17:33 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,"#Swiss #Boeing777 flight LX40 from #Zurich lands on runway 24R at #LAX on April 11th, 2019. #Boeing 777-3DE(ER)  Re… https://t.co/EIkCJYT6qJ",https://twitter.com/i/web/status/1118156479574360064
airlinevideos,Mon Apr 15 16:00:48 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,#AirNewZealand #Boeing777 flight NZ2 from #Auckland lands on runway 24R at #LAX. #Boeing 777-319(ER)  Reg: ZK-OKP… https://t.co/DVsGyK27Yv,https://twitter.com/i/web/status/1117820075354935296
airlinevideos,Sun Apr 14 15:07:30 +0000 2019,,,,33.938002,-118.4099806,Westchester - LAX,"#AustrianAirlines #Boeing777 flight OS81 from #Vienna arrives at #LAX on April 11th, 2019. #Boeing 777-2Q8(ER)  Reg… https://t.co/ttXgZhkF0Y",https://twitter.com/i/web/status/1117444273316569088
